,body,label
1629,I found it a worthy gift for a needy girl studying for her online course.,1
1630,The phone is suitable for normal users. Camera quality is not upto the mark. Battery life is good. Not a gaming mobile,1
1631,Very good features in this price. Liked it. Recommend to go for the device without a second though for eveyone!,1
1632,Fingerprint reader is very good.Battery life is very good.Camera quality is average.,0
1633,Superb product,1
1634,Superb,1
1635,This mobile operations are difficult to operate.,-1
1638,Superb camara quality,1
1639,Nice built for this price... Sufficient features especially for elders like parents who are new to smartphones..,0
1641,Tremendous product at this price,1
1642,Please pay GST immediately without any further delay. we could not take input credit.,0
1644,I bought for my children.best phone,0
1645,बस ठीक फोन है,0
1646,Good phone .Battery size speed ok camera very poor,0
1647,👍🎉🔫,0
1648,What a phone. Just remember that it is a below 7500 rupees phone. At this price this is a great phone. Just go for it.,1
1649,Very,0
1650,no fingerprint,0
1651,Ok in this price if u wanna buy low budget phone with less features.,0
1652,Cheapest phone of India .I request you please don't buy it. Quality of phone is totally different from shown.,0
1653,Value of money,0
1654,In this price it's good,1
1656,Nice phone. It's really value for money and I really liked it. Nice processor and camera also. So it is the best smartphone at this price point and I have bought 2gb 32gb varient.,1
1658,Good battery. Camera is not good.. As well as selfie..Ph is For normal users..,0
1659,Nive,0
1660,The  camera quality was not better,0
1661,Very disappointed to see No fingerprint sensor in this mobile. Rest I will update after use.,-1
1662,"The phone has exploded after heating up, the phone has broken into 3 to 4 pieces, the phone is still under warranty",-1
1663,"The battery life is excellent and its a good phone that is budget friendly. There is no fingerprint censor, but thats not an issue. Overall, its good.",1
1664,Brilliant as it could be .. value for money .. ❤️❤️❤️,1
1665,Product achcha hai shayari feature acche Hain but other mobile ke alava thoda wait jyada hai,0
1666,Value for moneyOnly camera is little bad qualityAlso COUNTRY OF ORIGIN CHINA,-1
1667,camera quality is just like cheap prices phone.,1
1668,Price is now little bit high. But I love to use this. I will purchase again.,0
1669,Best deal,1
1670,Yuj,0
1671,Mobile gets hanged most of the time while its updated,1
1672,According price not for bad but some spikar problem h,-1
1673,Super phone but some features I am unable to understand and youtube facing problem,0
1674,Nice phone with light weight,1
1675,I love it but when I saw that the phone is made in chine. I am not satisfied,0
1676,"I got this for 4,700 by exchanging my old phone..Its good one.",1
1677,Nice prodect,1
1679,"The phone is ok ,when someone call through this phone the sound is not audible at all ....now I want to return it ...aswell the camera is not gud",1
1680,Finger print not available. ... Battery life 1.5 days still okVery nice Mi9A simple and best like i like 200%,1
1681,Overall everything was perfect,1
1682,Its Fine And Happy with this Product,1
1683,Worth at this price,1
1685,This phone is so bad because it Takes 3 minuts to open and hanging too much from now and service is poor till now his service man didn't come,0
1686,I prefer not to buy it,0
1687,GHATIYA PHONE H.HANG HOTA H TOUCH KAAM NAI KARTI THEEK SE.KEVAL BATTERY ACHAA PERFORME KRTI HAI.,0
1688,"Nice item, good picture only slow RAM.Multiple window does not work properly,",0
1689,"Nice, low budget best",1
1691,Best mobile phone under 8000,1
1692,Product is good.Only want to suggest that timing for delivery should be before 5pm. I got my phone too late and i am waiting for it whole day.,0
1693,overall good mobile at this price,1
1694,Fingerprint betterry life good enough.Camera is good.,1
1695,Its a good cellphone .Although camera quality was not so good. But the best option if you want a smartphone in such budget,1
1697,Best product,1
1698,choose another phone,0
1699,Nice hand set but it would be more handy if provided with fingerprint option,1
1700,Stunning look 5camera good 4Battery powerful performance 5Android pie 5Display awesome 5Value for money 5,1
1702,Nice mobile for normal uses,1
1703,I wish to have 9pro if there is poseinlity pls change iam yet to use it fully.Will pay the difference if any with more benefits,1
1704,"Battery life"" is great to be honest. i like the display tall, Bright. Nice product. Looking so attractive & such a beautiful mobile phone. All apps are running smoothly.",1
1705,Liked the phone performance overall👌😊,1
1706,"Nice product in this price range.value for money.Good for normal uses. Battery charge not drains fast.Camera is average,but not bad",1
1707,Well nice phone,1
1708,Good phone in this price range,1
1709,cheapest and smartest phone.Any body looking for a smart phone with all the features under your economic price.Then you should go for this one.,0
1710,Very good phone within this price range,1
1711,This mobile is Good for normal user only. Only calling and whatsapp.,0
1712,"Waste phone,low speaker sounds,camera clarity too bad,better to avoid this phone.I am wasted my money for this dabba phone",0
1713,Touch bad working conditions don't buy this model,-1
1714,MIUI laggy at 2GB RAM,0
1715,because of 2 gb ram the phone hanging and speed is very slow not satisfied,-1
1716,Awssom 🙏🙏👍,0
1717,"I get the mobile from sealed box, n working fine ,  all functions are  Good for this price range. speaker, cameras, mice are good for an average user.",1
1718,Nice products,1
1719,No Fingepint mi 9 supab thanks Amazon fast delivered,0
1720,Best option in low budget price. Phone working so smooth,1
1721,Like.. because of good camera but dislike for chrger getting very hot in less time,1
1722,Very bad,-1
1723,"Redmi 9a mobile phone is best bettery, photo, best touching. Very very very good",1
1725,no hanging,0
1726,"Everything is good in this mobile,which claims did by the company.",1
1727,Battery 🔋 life hang kam hota he,0
1728,Battery back up of redmi9a is very badSuggestions for amazon these product did not sale because buyer will be horrible I am does not share this product,-1
1729,Osm phone this price,0
1730,Best mobile phone.,1
1731,It's comes with no fingerprint.. Just sucks product,-1
1732,Value for money. Battery life is great,1
1733,Canara quality is not good and bettry life it's ok and all features are fine,0
1734,👍🏻,0
1735,It's a good product but charging takes very very much times to get 100%But as per price it's quite descent,1
1736,The phone working very slow and mic problem some times signals not received,-1
1737,"Very good battery life, good performance for regular use and good enough to play basic games,browsing.",1
1739,after pruchase third day its google not working hang problem started camera is like 15 years old time generation SO DONT BUY ITS CHEAP BUT WASTE AHEAD YOUR WISH,0
1740,I'm happy,1
1741,Goood phone in this price range,0
1742,The only thing that should be featured is fingerprint. Because the previous models have fingerprint which are lesser price than this. Overall good phone.,0
1743,love it,1
1744,Phone keeps getting hot by itself and turning off please resolve the issue not satisfied with the product.,0
1745,Product is realy good.ButI am not found any invoice /bill inside the pack...how could I avail my warranty without invoice?🙏,0
1746,Battery,0
1747,Truly excellent product in this range...one should buy this for daily use except gaming,1
1748,Very good at battery & Cameras with very good look.,1
1749,But ok,1
1750,Phon's battery is too good but camra of this phon is too bad..If you want a camra phon then you didn't gate this phon..,1
1751,Very very wast phone,1
1752,I didn't get any headset in the box but the sales advertising is with the headset so please do the needful,0
1753,In 7.5k good phone with 3 GB ram. Battery is good only Camera quality is worst.,0
1754,"Is range m phone achcha h. Bettery, camera and quality achchi h",0
1755,Good mobile phone,1
1756,Nice productBest phone only for calling or normal watching videoNot god for online work or gaming,0
1757,Camera is godd for clicks,0
1759,Not a value for money product,0
1760,हमारे साथ व्यापार करने के लिए धन्यवाद। हमें यहां क्लिक करके अपनी समीक्षा बताए,0
1761,"Packaging was not good, packed in loose polythene bag .Mobile generally deleivered in a box or temper proof bag.",0
1762,In normel market that mobile price 8500 but amazon only 7000 and this is best budget mobile and big display 😊,1
1763,Good display,1
1764,Phone was defective and Amazon is not ready to take it back or return,0
1765,Value for mony product and pathan 2 mouth uses power ful Batery display noutch 5 inch camera quality good,1
1766,It has long battery good in his style having good sound quality speakers sleek design full screen,1
1768,"The media could not be loaded.
                



 Within this price range it is okay. But not satisfied with camera quality..",0
1769,"Amazon cheat with me for this product.My purchase mobile was diffected, I was report within 3 day's but they are not contact with me.Amazon why do this ????",0
1770,Camera quality not bud,0
1771,fingerprint reader not with this model,0
1772,Touch not working after 4 months of usage,0
1773,Worse camera 😠......made in china mobile,-1
1774,Phone is slow. almost not usuable.,-1
1775,This is good product by Redami and also delivery is fast and secureThanks Amazon,1
1776,My Brother liked this mobile's featcher very much.,1
1777,Ordinary quality,0
1779,I like this product,0
1781,All the contacts automatically disappear and phone hangs very frequently,0
1782,overall good!!! but charger gets heat up within the moment to charge it.,1
1783,Camera quality is bad but battery is super,0
1784,Good mobiel very smooth,1
1785,Thank you so much for this amazing mobile its camera 📷 quality is amazing.I likes most the big screen,1
1787,"The media could not be loaded.
                



 This is the second mobile which I ordered has turned out to be defective.",0
1792,Charger was not found working complaint to amazon cc no action taken. Totally unsatisfied,0
1793,Was a good phone,1
1795,Nothing you can dislike about expect it's frame I wish it was little compact and handy,0
1796,Phone is good. But the performance is slow when compared to 4GB RAM mobile that I currently use.,0
1797,Briteness very low,0
1798,I think it is used earlier because some apps are updated one or more months earlier,0
1799,Nice product in low cost,1
1800,GOOD,1
1801,It is a good one in this range.Go for it👍,1
1802,I brought this product in Jan 2021.. It didn't even last for 5 months.It is not working now.,0
1803,Sounds quality is very badDon't purchase this product.,0
1804,"Worst product,money loss",-1
1805,Best budget phone from redmi .. recommend for everyone ...,1
1806,phone is normal but not for bgmi users only for free fire users or for dads and moms,0
1807,Very good product. I liked itCamera clarity is clearWorth of buying this mobile at such a good price,1
1809,All funtion,0
1810,Riturn to mobile redmi 9A 2 days on and 3d day swithoff exchange to mobile redmi 9A 2 days ago com,0
1811,I brought this for my cousin and she loved it !The camera quality is so good. Overall it's worth the price.,1
1812,Nice phone i suggest to buy according to.the price.... But display really impressed me.. But front camera is litttle muchh disappointed,1
1813,I am so Happy with this product.its performance is nice Battery life is awesome. Nearly two days.camera is quite good.According to price best @ this range.,1
1814,Overall good...,1
1815,Really bad response and lagging UI.Experience is really bad.,-1
1816,Phone quality very good nice designe & super battry power I am very happy fir this deal,1
1817,For beginners this mobile is best. Value for money. Bought for Rs. 6499 during amazon festival.,1
1818,The finger print reader is working properly ..The battery pick up is also good and the camera quality is best ..,1
1819,Looks very good and also good in use in such a low price,1
1821,Most of the time device get hang and many software issues and cameras are average battery life very poor,0
1822,Worst camera quality,-1
1823,Not recommended for purchase,0
1824,Speaker quality is very bad sound very slow.this is my 6th mobile but this experience is very bad .so one rating.,-1
1825,Processor get bit slow in multitasking.Overall good phone for old people with less work. Great for whatsApp and youTube purpose,0
1826,This phone hangs frequently with poor battery performance. Amazon will not refund or replace.,0
1827,Camera is average amd sometimes liitle bit hang otherwise ok ok product,1
1828,Good device in a fair price,1
1829,"Loved this, everything is working fine",1
1830,Amazing Quality,1
1831,Do not expect high end mobile features. Value for money. You get basic camera and good battery phone.,1
1832,Very poor quality.  Display hangs for seconds,-1
1833,Awesome phone in this rangd for my Father in law. He loved it.,1
1834,Good for basic use after symbian (like nokia 1100),1
1836,3rd class camera over priceOver priceOnly look good,1
1837,Very nice,1
1838,Good phone and price. performance very good.  so happy,1
1840,"All is good. But i found sound lagging issue when music playing and mobile screen gets off, issue starts. Accept this, Rest is good",1
1841,The inbuilt processer is basic,0
1842,"I want to change this phone , it’s not working properly , hang several times , pls solve my problem .....",0
1843,Please use the Mobile it's flawless,1
1844,Battery life is not up to the mark. It gets heated when using internet or doing a call,0
1846,Better overallBut phone is running slowFor Noah users I suggest this phone,1
1848,Phone was problem with CameraAnd I got replace Mobile,0
1849,TBH best Phone at this rangeGo for it 🔥💯,1
1850,Worst phone ever from redmi. Hangs alot & getting switched off itself.,-1
1852,A budget type mobile for a normal person.,0
1853,Free fire runs so smoothly in ultra with shadows...All the games are supported with best quality for this price range!,1
1854,No ear phone. At least earphone should have been provided.  I receive a lot of messages but storage was limited so got this phone. Speed too matters.,0
1855,Best one in this budget price - Redmi is always Amazing,1
1856,Very nice Phone👌,1
1857,Items such as so much,0
1858,Specified internal is 34gb but my purchased phone redmi 9a is 24gb please replace same mobile return with 34gb internal storage,0
1859,It is a very good phone for the price.And I purchased it using amazon pay later EMI and I loved the experience.,1
1860,Very nice look and nice phone,1
1861,Too much hanging problem. Apps do not open . Cheap bad quality,0
1862,Rather buy a samsung budget phone MIs quality is very cheap. Worth just 4k.,1
1863,"Really good performance.and very fast.But it's getting hot very fastCamera is not bad, its an average",1
1864,Nice product...Value for money.....,1
1866,It has no fingerprint no good sounds ... sounds like brust sound box,0
1867,Very low sound. Very low quality pictures video... not quick response... waiste of money,0
1868,Worst battery backup . I have been using it for 3 months now. It's charge in 2 hours . But backup only 5 to 6 hours.,-1
1869,Nice mobile.,1
1870,Speaker problem person cant hear our voice whereas we can hear them properly nd call gets disconnected,0
1872,Better,1
1873,Great mobile nice working...best at this price....,1
1875,Phone is good as per price.,1
1876,Charging takes several hours to have full charge.3 plus hrs.,0
1877,Thanks,0
1880,Phone is good ..but am doubtful that it's already used so I am going to report against buyer,0
1881,Every thing good,1
1882,So far very good,1
1883,Easy to use,1
1884,First time I m disappointed from Amazon mobile box was open. The product is ok for its price range.,0
1885,amazon service always the best. it's understood my intrest.,1
1886,Big display at this price but single camera. Good phone at this price.,0
1889,At this range this mobile is superb..Battery life is good...Camera quality is good..Mobile look is very fantastic..,1
1890,The product received was not matching with the color as per your advertisement.Otherwise  service provided was satisfactory..,0
1891,Worst,-1
1892,No fingerprint lock. Battery life is good.camera quality is normal. But the hang problem is in mobile,0
1893,"Useless product specially by this dealer.Software issue , camera problems.Don't buy mi 9a and by amazon dealers.All cheaters.",0
1894,I mean it is wonderful . If you have this kind of budget kindly go for it.. It is working very well packaging was osmm smoothly going,1
1895,Not expected,0
1896,Good product in this price...,1
1897,साथ में ओटीजी केबल और ईयरफोन तो भेजा ही नहीं। फिंगरप्रिंट सेंसर भी नहीं है इसमें।,0
1898,For 6.5 k ok,1
1899,Average phone it's budget segment,0
1900,Using nice,1
1901,lags a lot,0
1902,Battery life not good,-1
1903,I like the phone. I use my Amazon pay icici credit card but i didn't get 5 % cash back,0
1905,I like this,0
1907,Over all features in this phone is very good .their battery backup is good . prices is reasonable .nice phone,1
1908,I think camera quality is not good but at this price phone is good and sound quality is good,1
1910,Value for Money,0
1911,Kind of phone that can you gift to your parents,1
1912,"Very sad to say but, I lost my phone.",-1
1913,like,0
1915,I bought this using my bajaj finserv emi card for Rs. 6800 for my mother. Its working good..,1
1917,Best at this Price,1
1918,In this phone not fingerprint options but everything is in averageThis phone is best suited for basic usase.,1
1919,Amazing battery backup,1
1920,The phone is very slow and look wise it looks good performance wise it isnt,1
1921,Everthing is good except the charger. For a 5000 mah battery there should be a fast charger.,1
1922,Dont buy this phone very bad quality. Screen is unresponsive & touch often dont work . Hang a lot so not worth the money,-1
1923,"Performance was to slow, waist of money, should invest more 2k amd buy another device, too much lag.",0
1924,Phone camera is not good and performance of the phone is worse..huge delay in opening camera and all,-1
1925,Sound level is not satisfied . Even when u get call but can't hear mobile sound . Sound level is low,0
1927,"Mobile is very slow, this is only useful for what's app & YouTube users...",0
1928,Product return not available. Display and sound quality is poor. Don't buy this product....,0
1929,I bought this mbl to my mother. The product is really awesome for simple use at this price.,1
1930,Your products are cost effective,1
1931,Over all phone is good. Camera is ok for this price range.,1
1932,Ilike fingerprint reader and the life of battery but the camera quality is not good.Hope you fix and know my problems. Thankyou.@amazon.,0
1934,"Good phone for those who are not using much things, just for phone, messages and whats app..Like for old age people.",1
1936,Bad Camera,-1
1937,Note pro max is better but this is also worth buying. Good for to gift 📦 somebody.,1
1938,Best Smartphone at lowest price,1
1941,"This mobile is keep hanging, Try for better options.",1
1942,Nyc mobile in this range ...coz its most buying phones in india ..i trust mi ..nd in this price this phone is amazing,1
1944,Just want to say good product in reasonable price .This is first product which I have bought for my mother on the festive season . Thanks Amazon.,1
1945,Display down corner side black lines ......,0
1946,Working well !!!,0
1947,"When i charging, the charging light is not on... What is this...",1
1948,Worth on price,1
1949,Good Processor,1
1950,Better product,1
1951,Nice..... But back case not mobile box,1
1952,Hey guys good mobile all are working good in bugget. Buy without any issue tank you aamazon,1
1953,Place of origin is different from that of shown on the product. Instead its china,0
1954,Phone is good but not proper support miui 12 and camera quality is bad and battery life very good and phone is heavy weight and,0
1956,From day of purchased it's getting hang and now it's not working,0
1957,Something hang problems,0
1958,I love this phone and use very simple I like it,0
1959,Battery is good.fingerprint need improvement camara is good,1
1960,Very bad experience from mi 9a sport. It is very bad camera,-1
1961,"I bought it for my mother, and I am satisfied with the product. Only back camera quality is not satisfactory.",0
1962,I like it,0
1963,"Looks really bad,Micromax N1 is much better with all features",1
1964,Screen automatically going off while making phone call and screen not opening evening several press,0
1965,Battery  is Good,1
1966,Very poor network speed on this device (mi resmi A9),-1
1968,it's not even 20 days and speaker stopped working. This is something unexpected. I wish I could give 0 star.,0
1969,Gud fone price base,-1
1970,Nice Economic phone,1
1971,I liked the product but camera is not that good but worth the price.,1
1972,Super. But  audio sound is poor,0
1974,This product is amazing battery life is amazing and camera is goodIt is an idle phone in low budgetYou can buy it,1
1975,Value for money only...camera quality is not good...,-1
1977,Touch screen stopped working within one month of use😡,0
1978,Overall look and comfort to use is good....,1
1979,Price me according best phone h and camera bhi thik hai battery life bhi achhi hai,1
1980,It is just an entry level phone.,0
1981,Worth of this price,1
1982,Mind blowing purchase! For non gamers!👌👌👌,0
1983,Ok. It will take some time to get feed back.,0
1984,Under 6500 its a good phone and the battery life is soo good. I think camera has only not that much good,1
1985,good but camera worst poor i buy 6 phone money loss,0
1986,Very good phone this price range but no fingerprint,1
1987,this is much better compared to other mobile phones of the same price range. attractive design and good display.  but must be improve the front cam.,1
1988,Cheap quality product.. Third class,0
1989,Nice mobile . Value for money,1
1990,Satisfied,1
1991,Pathetic sound quality. Can’t hear anything during calls,-1
1992,Very nice product.,1
1993,Very disappointed... it is switching off and on the first day... after few hours I received the phone..,-1
1994,Phone is getting hang again and again,0
1997,Good mobile for this price range.,1
1998,Nice phone but we cannot compare this phone with redmi note 9 bcaz redmi note 9 pro is very nice in comparison of this phone,1
1999,Great mubile,1
2000,Perfect product to gift to parents :),1
2002,Battery back up very good and also it’s too slem. Valuable for money,1
2003,All r good,1
2004,"Problem with Speaker, Mike... due to this not able enjoy call... Not fetching signal... Worst fone",0
2005,Good one,1
2006,Happy to purchase.,1
2008,worst mobile phone ever seen  while in video call too much noisy and poor camera quality don't buy and amazon delivery executive not professional.,-1
2009,Very good in all respect,1
2010,"So irritable not recommended at all...Pls don't buy this product. Low price but low quality,😟😟☹️",0
2011,Software problems issues after some days and switch off the phone automatically,0
2012,Item are so good price is good product are very very good minor hanging problem but it's okkk to price rating,1
2013,Average,0
2016,This price range ke hisab se yah phone bahut hi pasand aaya,0
2018,Display is also not very good but in this price range phone is ok,0
2019,This is great device for affordable price,1
2020,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.


 Mobile is getting restarted automatically on it's own. Unable to operate. Return date validity over.",0
2021,The Adapter is too heated up only in half an hour. There is no fingerprint reader. Also its Camera quality is also not  good.,0
2022,This phone have really good quality of sound good quality of screen best part of this phone it's made in india go for it,1
2023,I like these phone and quality of photos also good,1
2024,Cheap and best product,1
2025,Good Phone in that 7000 camera and sound quality good with good processor works fast ....,1
2027,Like the model very much....Go for it blindly 😊😊. Thanks Amazon...,0
2028,Ok to buy if gets good discount deals,1
2029,Product is nice. But 2gb RAM is slow. Else there is no problem,0
2030,"Gifted it to my wife, she is happy!!",1
2031,Camera quality to be improved,0
2033,Slowest ph ever I will recommend micromax in this range rather that this please don't buy,0
2034,Sd card not showing or working,0
2035,Awesome phone,1
2036,"I am a student live in village, Very beautifully work on low network area, thanks Xiaomi for such beautiful phones in affordable price.",1
2037,"Battery backup is awesome,camera quality is very low,but it good for light users and first time android users",1
2038,vere Good,1
2039,Anything not the touch is not working properly I want to return it please take it I not want this,0
2040,Worst  product  issue  on Display  while we switch on the phone  vibration  on Display  so thT i returned  and plz refund  as soon as possible,-1
2041,"Phone is OK. But I was very much excited to see a Made In India Phone ,Unfortunately I am the unlucky one who got a non Indian phone.",0
2042,Good Product,1
2043,An average phone.,0
2045,😎,0
2046,Value for money.good product.,0
2047,It's made in china product. Amazon just fools me. Bill is not printed properly,0
2048,Useless battery back up,0
2049,Nice product really but small budget and big facility thanks to Amazon thanks to redmi,0
2050,Good Product and in time delivery,1
2051,Worth for the amount paid,1
2052,Good buy.,1
2053,It is a good phone in this price range.,1
2055,So happy my daughter for online classes excellent,1
2056,I m ok on it,1
2057,Phone is too slow and while opening internet it shows only black screen sometimes.,0
2058,"Waste product,display not working I have to change display within 6 month from purchased",0
2059,Very bad camera quality and Mobile Response slow,-1
2060,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.


 क्योंकि मोबाइल रुक जाता है फंक्शन खड़ा हो जाता है",0
2063,"Music sound is very slow while listing youtube , overall okk",0
2064,"Camera clarity was not good its like 3 mp ,battery also down automatically ,waste mobile from redmi",0
2067,Nice mobile redmi 9 a number one camera supper 13mp nice mobile no hanging quality is best super,1
2068,Very slow and very big problem this phone is every time hang.So this phone is not perfect.,-1
2069,"Everything is looking well .but important things are , the processing of this mobile is  too bad",0
2071,"Can't reven run simple apps like whatsapp , Facebook. Hangs a lot .don't buy",0
2072,Wonderful delivery by Amazon within 12 hrs.Nice look product. Value for money,1
2073,Battery solled hai....,0
2074,Verry Good Item  & Verry Good Amazon Total Work Amazon Is Best Company,1
2075,If you have below 8000 budget .... Just close your eyes and  buy this mobile....,0
2077,Price is somewhat high as per phone specifications. Some more features can be added.,1
2078,Don't buyHeating issueCamera too poorBattery drainSlow charge,0
2079,This is very good in look fast processor and also good for gaming I like this phone,1
2081,Good as a everyday mobile,0
2084,"Worst phone at this price pointIts not worth it , lags a lotI suggest you to not to buy it",-1
2085,"good battery life,  big screen,  good build quality",1
2086,Cheap rate best phone with longer battery backup,1
2088,Ok for the price range.Camera quality worst.Slow phone.,1
2089,It hang so much. very very poor quality camera. I would never suggest anyone buying this.,-1
2090,Good phone in this rate..Finger sensor could be the additional benefit in this price.,1
2092,Please don't buy.. It have no fingerprint,0
2094,Good fantastic,1
2095,With 4-month my mobile processing very slop and show many time auto off and heated.Speaker not working,1
2096,Good and it's amazing product and get back to you on that one mi phone,1
2098,The media could not be loaded.,0
2099,Nice phone in this price range,1
2100,Handset not working properly. Calls on the handset get disconnected abruptly showing server missing message. Please replace the product.,0
2101,Badd,0
2102,Almost good for cheap budget mobile is working good. It is good gift for parents in low cost.,1
2103,Well it's a good mobile.....easy to use and carry...the battery life is too good....but the camera quality is not goodOverall a good product,1
2104,Poor audio quality .Product is not returnable .They will only exchange .Item doesnot meet the description,0
2105,The phone is lagging alot asked fr replacement but purposely they didn't respond in the exchange period,0
2106,All quality is very better.,1
2107,it gets slower and slower each day,0
2109,Talking bad camera quality not nice etc low-budget mobiles awesome mobile Talking bad camera quality not nice etc low-budget mobiles awesome mobile,0
2110,Best price phone,1
2111,"Low budget wise mobile best price, good Amazon",1
2115,NICE,1
2116,Only a simple phone. If you are a normal user them you can buy,0
2117,camera was not good,-1
2118,Fantastic product,1
2119,In this price this is ok ok phone u should try some good phone for upgrade some budget,1
2120,Gifted this to my mom..she love it,1
2121,This mobile is good looking function are good,1
2123,Good one with in this valu1,1
2124,Phone very heat in chargeing tome,0
2127,Like Everything except the camera,0
2128,Good products by redmi Budget Phone fast and secure delivery by amazon Thanks good service,1
2129,Front screen right side air trapped inside main screen glass.I need a replacement.,0
2130,"Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.


 Hate the productToo slow.Dobt buy it",-1
2131,"Mi is my favorite brand,This product is awesome",1
2132,This is quite awesome.... don't mind the negative comments.. this is the best phone in this price... I'm really impressed.... loved it 😍😍😍,1
2133,5 star,0
2134,Good as per price range .. only for normal use .. slight slow and hang while using,0
2135,This product best for only one year second phone gona hang bad value for money product,0
2136,"I Received Redmi 9 A Two days back, Phone is Fine but charger Of Phone is not working Properly",0
2137,Class,0
2138,"It is a good phone, battery life is good, it is in the budget, but RAM is not enough, so it hangs a bit",1
2140,Redmi 9a is a good mobile for minimum budget. Battery life is really good 5000mah.,1
2141,"Camera quality is 👍good  and no fingerprint sensor 🚫 ,,support freefire and battery 💪working good",1
2142,I liked it because its camera quality is good & battery life is more.,1
2147,Battery life,0
2150,It’s was open box which we got material but I don’t have time to return that material,0
2151,Nice product at such a discount love it,1
2153,I like it it is long battery life camera is ok,0
2154,"Features are good , camera quality is good and very useful thing in  low cost",1
2155,"The packaging was not  good,the phone is good but it could be more better.",1
2156,Redmi 9A phone is the best but fingerprint sensor not giving 3 GB RAM 32 GB storage 5000 MH battery 1 year warranty price 7499 up badayun,1
2157,It takes time after touch,0
2158,Battery and camera as well as performance..,0
2160,Nice product from Amazon,1
2161,Thank you Amazon... best product,1
2162,In this price this phone is ok,1
2163,I liked battery life. It is reasonably fast considering it is a value smartphone.,1
2164,The product is really really slow. Please do not buy this and go for redmi 9 instead. Total waste of money,0
2166,"Quality and battery not good at this price, realme good",0
2167,"Good product, and amazon very thank you , correct date delivery.",1
2169,No finger print reader available,1
2171,Not good,-1
2172,"Volume is low. In a month of purchase, it’s not working as expected.",0
2173,Battery capacity long time workingCamera is simple but beat image shoote.Display size big,0
2174,"Nice phone, get before time",1
2175,Display not good,-1
2176,The phone is working well.  The camera is a bit useless but good. Battery backup is very good...everything is well,0
2178,On An Average ProductFor Online Classes n All,0
2179,It's a normal phone,0
2180,Good one for moderate use,1
2181,"The product looks really good and is really a good phone for users who use mobile less, not suggested fro high end use.Thank you Amazon",1
2182,My phone is completely dead after 15 days..Amazon and redmi has cheated on us.. it's devastating,-1
2183,Good budget smart phone by redmi and good looking color nature green.,1
2184,Ok use for calling and normal use laggness is observed during useage,1
2185,Camera is bad,-1
2186,I like the way to operate smooth and it's is a good phone in a cheap budget.,1
2187,It doesn't have fingerprint also though it is new but I feel little bit slow,0
2188,Overall best...only camera quality is little average..but phone is excellect,0
2189,Phone as like only calling .. hanging problem... display quality is not good,0
2190,Everything is working quite good but the charger came with mobile is heating a lot while charging!!! What needs to be done here to fix this?,1
2191,It's amazing product by mi phones and very nice shopping app and the other one is a little more than I can say is that,1
2192,It's too buffering.not connecting to internate even I have full signals.indeedly this is a fraud.,1
2194,Ordered color is sea Green but received color is blue..  But it can be an affordable mobile for this price...  Nice one..,0
2195,Good phone for this price,1
2196,Value for money.good to buy,0
2197,"There is no finger print scanner in this mode, other than that all other are fine",0
2198,Its best for parents with limited use.,1
2199,"I love Redmi,",1
2200,phone have hang roblem n voive problem also... sometimes screen goes black,0
2201,This ios for use  for calls SMS and whatsapp.,0
2202,Bought this phone for the battery backup. So far performing good. No issues.,1
2203,Good product... For this price item is excellent,1
2204,Phone is demage in box,0
2205,"Awesome mobile in this range, happy with it.",1
2206,Call,0
2207,Gd,0
2208,எனக்கு பிடித்துள்ளது,0
2211,Good mobile phone.... Overall nice features at this price,1
2212,Good budget friendly,1
2213,"Great product in such price , thanks Amazon",1
2214,"Nice we can use it for a year and change, cheap in cost and value for money nice battery backup for 1day",1
2215,Nice smart phone with low cost,1
2216,Overall phone is good only one Negative point is that phone gets slow when use for long time,0
2217,Very good phone for elderly people in family big screen big icon and fonts my mom use it and she loved it,1
2218,Best mobile,1
2219,"Phone hangs a lot, takes too long to open apps, gets stuck closing if youtube is open",0
2221,"Nice product.It might be an awesome product if it have finger print reader. But, this is an awesome product and fit for the price",1
2222,Finger print reader NA,0
2223,"The media could not be loaded.
                



 Bgmi gaming 90fps and for photography in mars",0
2224,"I am very happy that I chose this product. I have no regrets about it.  But sometimes the call is not visible when it comes,",1
2225,Ok ok,1
2227,It's doesn't support finger sensor. Battery life very good .,1
2229,"The media could not be loaded.
                



 No fingers print only face lock and patterns, Battery life is very good,and camera normal",0
2230,In this range it is a good phone for a normal user.,1
2231,Sometimes it's hanging. And camera quality is low. Owerall good,1
